"","X.1","X","date","time","impressions","likes","shares","total_clicks","engagements","description","other_clicks","photo_views","comments","reach","vectorific","isOc","weekday"
"219",219,219,2022-02-05,"10:02",766,19,0,40,19,"Get on the sigmarsson grindset",4,NA,0,743,219,FALSE,"Saturday"
"220",220,220,2022-02-05,"19:02",1655,66,8,36,80,"OC",26,10,6,1593,220,TRUE,"Saturday"
"221",221,221,2022-02-06,"16:02",434,11,1,25,12,"",9,16,0,398,221,FALSE,"Sunday"
"222",222,222,2022-02-06,"16:02",1334,51,4,72,55,"",52,20,0,1279,222,FALSE,"Sunday"
"223",223,223,2022-02-06,"19:02",13410,603,85,477,707,"OC",359,118,19,12777,223,TRUE,"Sunday"
"224",224,224,2022-02-06,"19:02",1415,35,5,82,42,"",61,21,2,1335,224,FALSE,"Sunday"
"225",225,225,2022-02-06,"23:02",793,23,2,11,25,"",3,8,0,766,225,FALSE,"Sunday"
"226",226,226,2022-01-01,"13:01",1046,15,3,70,19,"OC. Source: The first essay in ""Other Minds,"" by John Wisdom

Why is analytic philosophy like this?",29,41,1,1005,226,TRUE,"Saturday"
"227",227,227,2022-04-19,"17:04",1361,30,1,176,31,"",51,125,0,1282,227,FALSE,"Tuesday"
"228",228,228,2022-04-21,"08:04",1684,22,3,210,26,"",52,158,1,1623,228,FALSE,"Thursday"
"229",229,229,2022-04-21,"14:04",1304,42,7,84,52,"",77,7,3,1288,229,FALSE,"Thursday"
"230",230,230,2022-04-22,"17:04",1929,62,7,153,71,"",117,36,2,1887,230,FALSE,"Friday"
"231",231,231,2022-04-22,"22:04",2894,28,2,516,39,"I'm a 6",317,199,9,2784,231,FALSE,"Friday"
"232",232,232,2022-04-23,"13:04",2009,58,3,120,62,"",103,17,1,1935,232,FALSE,"Saturday"
"233",233,233,2022-04-24,"02:04",1234,14,3,35,17,"",16,19,0,1168,233,FALSE,"Sunday"
"234",234,234,2022-04-24,"20:04",2050,61,15,244,85,"",143,101,9,1860,234,FALSE,"Sunday"
"235",235,235,2022-04-25,"18:04",2835,149,17,315,170,"",249,66,4,2719,235,FALSE,"Monday"
"236",236,236,2022-04-26,"11:04",1205,19,3,7,22,"Timely repost",4,3,0,1129,236,FALSE,"Tuesday"
"237",237,237,2022-04-26,"17:04",887,7,2,8,10,"""A wonderful musical experience simulating the imaginative life of an NPC from Disney Studios.""",NA,8,1,810,237,FALSE,"Tuesday"
"238",238,238,2022-04-26,"18:04",2861,107,32,225,142,"",142,83,3,2776,238,FALSE,"Tuesday"
"239",239,239,2022-04-27,"23:04",1884,56,5,115,69,"",103,12,8,1763,239,FALSE,"Wednesday"
"240",240,240,2022-04-30,"09:04",4054,156,19,181,179,"",125,56,4,3941,240,FALSE,"Saturday"
"241",241,241,2022-04-30,"15:04",1487,28,1,69,30,"",49,20,1,1416,241,FALSE,"Saturday"
"242",242,242,2022-05-01,"01:05",1727,34,2,76,39,"bugge",51,25,3,1666,242,FALSE,"Sunday"
"243",243,243,2022-05-02,"05:05",1001,13,2,14,15,"Easter? I hardly even know 'er!
OC",9,5,0,931,243,TRUE,"Monday"
"244",244,244,2022-05-02,"08:05",2562,77,13,237,91,"",174,63,1,2460,244,FALSE,"Monday"
"245",245,245,2022-05-02,"15:05",895,20,2,101,22,"",75,26,0,823,245,FALSE,"Monday"
"246",246,246,2022-05-03,"11:05",2345,52,15,148,68,"",90,58,1,2228,246,FALSE,"Tuesday"
"247",247,247,2022-05-03,"23:05",2557,109,19,147,132,"",115,32,4,2418,247,FALSE,"Tuesday"
"248",248,248,2022-05-08,"15:05",1628,26,6,73,32,"",50,23,0,1520,248,FALSE,"Sunday"
"249",249,249,2022-05-08,"17:05",2045,26,2,142,29,"",109,33,1,1961,249,FALSE,"Sunday"
"250",250,250,2022-05-10,"08:05",2479,99,13,164,113,"",92,72,1,2379,250,FALSE,"Tuesday"
"251",251,251,2022-05-10,"14:05",1073,22,3,8,25,"OC.",2,6,0,1018,251,TRUE,"Tuesday"
"252",252,252,2022-05-11,"07:05",1324,34,0,150,34,"",150,NA,0,1312,252,FALSE,"Wednesday"
"253",253,253,2022-05-11,"16:05",4286,94,7,358,103,"Long meme.",134,224,2,3996,253,FALSE,"Wednesday"
"254",254,254,2022-05-12,"09:05",3079,118,11,604,129,"",337,267,0,3032,254,FALSE,"Thursday"
"255",255,255,2022-05-12,"09:05",2254,77,15,58,94,"Shamelessly stolen",33,25,2,2149,255,FALSE,"Thursday"
"256",256,256,2022-05-12,"21:05",1702,40,6,128,48,"",94,30,2,1634,256,FALSE,"Thursday"
"257",257,257,2022-05-12,"22:05",7243,209,40,306,257,"OC",193,113,8,6829,257,TRUE,"Thursday"
"258",258,258,2022-05-13,"07:05",1093,32,7,52,41,"OC",38,14,2,1028,258,TRUE,"Friday"
"259",259,259,2022-05-13,"18:05",2642,84,10,282,96,"",229,53,2,2577,259,FALSE,"Friday"
"260",260,260,2022-05-13,"21:05",3490,114,9,586,131,"",200,386,8,3365,260,FALSE,"Friday"
"261",261,261,2022-05-14,"08:05",30750,460,112,991,586,"This book got hands tbh",655,336,14,29827,261,FALSE,"Saturday"
"262",262,262,2022-05-15,"15:05",3626,134,19,376,165,"",237,139,12,3560,262,FALSE,"Sunday"
"263",263,263,2022-05-15,"22:05",1391,48,4,59,54,"",26,NA,2,1341,263,FALSE,"Sunday"
"264",264,264,2022-05-17,"07:05",2548,102,12,189,116,"",133,56,2,2470,264,FALSE,"Tuesday"
"265",265,265,2022-05-17,"08:05",1195,18,3,77,21,"",42,35,0,1145,265,FALSE,"Tuesday"
"266",266,266,2022-05-17,"17:05",1616,14,0,93,16,"This post has caused a certain someone to spin in his grave",74,19,2,1533,266,FALSE,"Tuesday"
"267",267,267,2022-05-17,"21:05",805,3,0,26,3,"",18,8,0,759,267,FALSE,"Tuesday"
"268",268,268,2022-05-18,"13:05",3793,119,12,126,144,"ATTENTION ☝️GYM🏋️‍♂️ LADIES♀️: IMPORTANT✔ SERVICE 🚩ANNOUNCEMENT!⬇️ 

IF you see a buff💪 MAN♂️ in the GYM🏯 lifting WEIGHTS🏋️‍♂️ and he SMILES 😊in your DIRECTION⏭

IT DOES NOT🚫❌✖❎ mean🤔 that he is interested😍 in YOU👰

HE👨‍💼 is PROBABLY ✔just thinking about his FOUCAULT🏛 x NIETZCH👨 TIME Travel🕢 Fan-Fiction👬

(Foucault goes back in time and teaches nietzche the true meaning of love and truth and power relations and nietzche doesn't get syphilis and becomes a stoner who likes MCR instead)",126,NA,13,3666,268,TRUE,"Wednesday"
"269",269,269,2022-05-18,"17:05",1408,24,3,89,27,"",89,NA,0,1358,269,FALSE,"Wednesday"
"270",270,270,2022-05-18,"20:05",1512,43,9,90,54,"",62,28,2,1474,270,FALSE,"Wednesday"
"271",271,271,2022-05-19,"11:05",1961,100,14,216,116,"",170,46,2,1813,271,FALSE,"Thursday"
"272",272,272,2022-05-19,"21:05",1642,35,3,69,40,"",50,19,2,1569,272,FALSE,"Thursday"
"273",273,273,2022-05-20,"06:05",2127,62,13,83,75,"",42,41,0,2055,273,FALSE,"Friday"
"274",274,274,2022-05-20,"11:05",2316,30,6,217,36,"Medieval philosophy is the friends you make along the way (while cosplaying with foam swords or whatever it is you people do)",69,148,0,2222,274,FALSE,"Friday"
"275",275,275,2022-05-20,"11:05",1451,20,4,34,27,"Low hanging fruit semi autobiographical O.C.",22,12,3,1312,275,TRUE,"Friday"
"276",276,276,2022-05-21,"22:05",2058,74,16,82,91,"",47,35,1,1951,276,FALSE,"Saturday"
"277",277,277,2022-05-22,"08:05",2186,52,7,125,62,"",108,17,3,2074,277,FALSE,"Sunday"
"278",278,278,2022-05-22,"14:05",1567,29,5,50,34,"S(oc)iety",22,28,0,1480,278,TRUE,"Sunday"
"279",279,279,2022-05-22,"17:05",1865,21,5,77,26,"",36,41,0,1763,279,FALSE,"Sunday"
"280",280,280,2022-05-23,"15:05",990,15,4,51,19,"",24,27,0,940,280,FALSE,"Monday"
"281",281,281,2022-05-24,"09:05",12004,343,38,599,408,"",491,108,27,12004,281,FALSE,"Tuesday"
"282",282,282,2022-05-24,"15:05",2169,63,8,157,72,"",104,53,1,2082,282,FALSE,"Tuesday"
"283",283,283,2022-05-25,"13:05",1096,11,2,14,13,"They're just questions, Leon.",6,8,0,1049,283,FALSE,"Wednesday"
"284",284,284,2022-05-25,"21:05",1590,43,0,62,49,"This page has only one joke, which is the self-embodiment of physical perfection through psychological suffering.",62,NA,6,1537,284,FALSE,"Wednesday"
"285",285,285,2022-05-26,"08:05",2213,47,13,172,60,"",94,78,0,2161,285,FALSE,"Thursday"
"286",286,286,2022-05-26,"09:05",2318,79,9,116,94,"Madness and Civilization meme",87,29,6,2193,286,FALSE,"Thursday"
"287",287,287,2022-05-26,"17:05",1442,52,8,98,61,"",75,23,1,1355,287,FALSE,"Thursday"
"288",288,288,2022-05-27,"11:05",1582,35,6,98,43,"""We saw you from across the bar and really hate your vibe. Can you please stop ASSAULTING everyone with your dark energy?""",85,13,2,1518,288,FALSE,"Friday"
"289",289,289,2022-05-27,"14:05",2659,94,4,191,103,"",156,35,5,2577,289,FALSE,"Friday"
"290",290,290,2022-05-29,"09:05",2508,79,14,231,94,"",148,83,1,2379,290,FALSE,"Sunday"
"291",291,291,2022-05-29,"11:05",1933,41,8,80,49,"",55,25,0,1791,291,FALSE,"Sunday"
"292",292,292,2022-05-30,"09:05",1248,33,0,123,33,"",123,NA,0,1185,292,FALSE,"Monday"
"293",293,293,2022-05-30,"12:05",33649,752,92,853,882,"Toxic in the sense that trying to read it will give you a serious headache. 

O.C, but probably has been done before.",606,247,38,33649,293,TRUE,"Monday"
"294",294,294,2022-05-30,"14:05",2052,40,3,85,54,"I will accept you as a Brother regardless.",65,20,11,1959,294,FALSE,"Monday"
"295",295,295,2022-05-31,"19:05",4150,124,11,211,135,"Sorry for all the Foucault posting lmao",134,77,0,3961,295,FALSE,"Tuesday"
"296",296,296,2022-05-31,"23:05",2347,27,6,234,35,"",161,70,2,2196,296,FALSE,"Tuesday"
"297",297,297,2022-06-01,"13:06",2295,76,13,193,92,"",131,62,3,2141,297,FALSE,"Wednesday"
"298",298,298,2022-06-02,"07:06",2500,70,15,221,87,"",167,54,2,2332,298,FALSE,"Thursday"
"299",299,299,2022-06-02,"18:06",2737,82,12,120,102,"",94,26,8,2609,299,FALSE,"Thursday"
"300",300,300,2022-06-03,"10:06",3353,183,26,283,212,"",208,72,3,3150,300,FALSE,"Friday"
"301",301,301,2022-06-03,"11:06",1097,8,0,8,8,"Poor Execution O.C.
 ""The Vinegar Tasters"" but with Donald Duck, Mickey Mouse, and Goofy. Somebody should make a better version of this who can actually draw.

The vinegar tasters shows buddha, laozi, and confucius tasting from a pot of vinegar. 
Laozi sees it as sweet, the way daoists see the world as already perfect.
Buddha sees it as bitter, the way buddhists see life as full of suffering,
Confucius sees it as sour, the way they think humans are corrupt and need to be managed through social institutions and traditions.",5,3,0,1028,301,TRUE,"Friday"
"302",302,302,2022-06-04,"06:06",4949,129,21,551,200,"OC",496,55,50,4560,302,TRUE,"Saturday"
"303",303,303,2022-06-04,"15:06",2131,59,9,106,70,"",72,34,2,2006,303,FALSE,"Saturday"
"304",304,304,2022-06-04,"22:06",1762,82,12,78,95,"",52,26,1,1670,304,FALSE,"Saturday"
"305",305,305,2022-06-04,"22:06",2437,126,18,187,146,"",138,49,2,2228,305,FALSE,"Saturday"
"306",306,306,2022-06-05,"09:06",3071,85,13,361,100,"",214,147,2,2875,306,FALSE,"Sunday"
"307",307,307,2022-06-05,"12:06",2126,84,11,159,102,"Honestly this question has been the source of all the dialectical tension in my life lately",124,35,7,1905,307,FALSE,"Sunday"
"308",308,308,2022-06-06,"07:06",2616,82,19,185,109,"",148,37,8,2434,308,FALSE,"Monday"
"309",309,309,2022-06-06,"08:06",2002,35,5,105,42,"",85,20,2,1842,309,FALSE,"Monday"
"310",310,310,2022-06-07,"18:06",1985,41,8,99,49,"",62,37,0,1845,310,FALSE,"Tuesday"
"311",311,311,2022-06-07,"19:06",1420,32,8,37,42,"",25,12,2,1284,311,FALSE,"Tuesday"
"312",312,312,2022-06-08,"12:06",3253,96,14,228,123,"Stolen",171,57,13,3032,312,FALSE,"Wednesday"
"313",313,313,2022-06-09,"00:06",1303,20,2,28,22,"",22,6,0,1225,313,FALSE,"Thursday"
"314",314,314,2022-06-09,"10:06",719,5,0,0,5,"Cookie Clicker is basically about Jouissance.",NA,NA,0,672,314,FALSE,"Thursday"
"315",315,315,2022-06-10,"15:06",1264,30,7,130,37,"",72,58,0,1169,315,FALSE,"Friday"
"316",316,316,2022-06-10,"23:06",1112,23,2,14,25,"In case you haven't seen DUNE by now, this is basically it, you don't need to see it now.
O.C.",9,5,0,987,316,TRUE,"Friday"
"317",317,317,2022-06-11,"04:06",2198,85,11,108,99,"",86,22,3,2093,317,FALSE,"Saturday"
"318",318,318,2022-06-12,"13:06",1511,62,12,69,78,"Myth(O)poeti(C) homies where you at",60,9,4,1388,318,TRUE,"Sunday"
"319",319,319,2022-06-13,"07:06",3668,216,44,620,271,"",374,246,11,3488,319,FALSE,"Monday"
"320",320,320,2022-06-13,"08:06",947,29,0,96,30,"No-context spoiler for Cronenberg's new movie",96,NA,1,884,320,FALSE,"Monday"
"321",321,321,2022-06-13,"19:06",1709,36,2,86,38,"",66,20,0,1659,321,FALSE,"Monday"
"322",322,322,2022-06-14,"07:06",2006,41,9,191,51,"",109,82,1,1897,322,FALSE,"Tuesday"
"323",323,323,2022-06-14,"17:06",994,9,2,33,11,"",23,10,0,951,323,FALSE,"Tuesday"
"324",324,324,2022-06-16,"07:06",4408,195,37,194,246,"The memes make themselves these days",123,71,14,4165,324,FALSE,"Thursday"
"325",325,325,2022-06-16,"18:06",2700,83,17,237,104,"",106,131,4,2573,325,FALSE,"Thursday"
"326",326,326,2022-06-16,"18:06",8301,141,10,375,160,"Dang really looking forward to this.",316,59,9,8014,326,FALSE,"Thursday"
"327",327,327,2022-06-17,"10:06",1697,21,2,86,27,"",51,35,4,1615,327,FALSE,"Friday"
"328",328,328,2022-06-17,"13:06",10481,373,49,679,461,"Red book OC",558,121,39,10146,328,TRUE,"Friday"
"329",329,329,2022-06-17,"14:06",1162,27,6,9,33,"The secret to getting gains is living in harmony with the Wu Whey",9,NA,0,1105,329,FALSE,"Friday"
"330",330,330,2022-06-18,"00:06",1501,29,3,84,34,"",54,30,2,1440,330,FALSE,"Saturday"
"331",331,331,2022-06-18,"16:06",1575,11,1,16,12,"OC",9,7,0,1562,331,TRUE,"Saturday"
"332",332,332,2022-06-19,"19:06",2219,96,20,88,121,"",36,52,5,2144,332,FALSE,"Sunday"
"333",333,333,2022-06-19,"19:06",3009,115,23,273,140,"",227,46,2,2815,333,FALSE,"Sunday"
"334",334,334,2022-06-20,"17:06",1220,10,1,25,11,"",19,6,0,1157,334,FALSE,"Monday"
"335",335,335,2022-06-20,"21:06",2283,103,12,148,125,"Goodnight Bros, and don't forget that sleep is important to build muscles and also have dreams.",125,23,10,2093,335,FALSE,"Monday"
"336",336,336,2022-06-21,"07:06",1391,17,2,33,19,"",24,9,0,1326,336,FALSE,"Tuesday"
"337",337,337,2022-06-23,"08:06",1615,28,2,70,30,"Us",42,28,0,1520,337,FALSE,"Thursday"
"338",338,338,2022-06-23,"10:06",3035,126,25,251,156,"",183,68,5,2880,338,FALSE,"Thursday"
"339",339,339,2022-06-24,"23:06",1288,27,0,158,27,"",158,NA,0,1211,339,FALSE,"Friday"
"340",340,340,2022-06-25,"09:06",2153,64,8,102,75,"",76,26,3,1985,340,FALSE,"Saturday"
"341",341,341,2022-06-25,"16:06",1106,35,0,96,36,"",96,NA,1,1019,341,FALSE,"Saturday"
"342",342,342,2022-06-26,"14:06",1131,10,0,23,11,"",13,10,1,1054,342,FALSE,"Sunday"
"343",343,343,2022-06-26,"14:06",1775,15,2,92,18,"Gotta love The Incal",47,45,1,1688,343,FALSE,"Sunday"
"344",344,344,2022-06-26,"21:06",1506,19,5,68,24,"",44,24,0,1422,344,FALSE,"Sunday"
"345",345,345,2022-06-26,"21:06",477,12,3,23,15,"",16,7,0,441,345,FALSE,"Sunday"
"346",346,346,2022-06-27,"07:06",2129,79,7,186,87,"",131,55,1,2041,346,FALSE,"Monday"
"347",347,347,2022-06-27,"13:06",1289,44,4,13,48,"You can't feel cognitive dissonance if you don't cognate. 
#Gymspiration",13,NA,0,1234,347,FALSE,"Monday"
"348",348,348,2022-06-28,"13:06",1942,85,8,141,95,"Psycho-analyst moment",100,41,2,1855,348,FALSE,"Tuesday"
"349",349,349,2022-06-28,"15:06",2370,25,5,63,30,"OC",29,34,0,2196,349,TRUE,"Tuesday"
"350",350,350,2022-06-29,"18:06",1392,36,4,78,41,"All must serve the cycle",63,15,1,1339,350,FALSE,"Wednesday"
"351",351,351,2022-06-29,"18:06",772,27,4,83,32,"",61,22,1,724,351,FALSE,"Wednesday"
"352",352,352,2022-06-29,"18:06",690,0,1,43,1,"",15,28,0,632,352,FALSE,"Wednesday"
"353",353,353,2022-06-30,"09:06",3032,116,14,255,136,"",191,64,6,3010,353,FALSE,"Thursday"
"354",354,354,2022-04-18,"20:04",1078,10,2,19,14,"",15,4,2,1028,354,FALSE,"Monday"
"355",355,355,2022-04-03,"14:04",1400,41,8,72,49,"",35,34,0,1378,355,FALSE,"Sunday"
"356",356,356,2022-04-03,"19:04",2832,99,13,93,120,"",74,18,8,2776,356,FALSE,"Sunday"
"357",357,357,2022-04-04,"14:04",2193,79,6,157,87,"",102,55,2,2135,357,FALSE,"Monday"
"358",358,358,2022-04-04,"21:04",1859,33,1,213,34,"An O.K. for you
Original Koan.",45,168,0,1758,358,FALSE,"Monday"
"359",359,359,2022-04-04,"23:04",917,38,4,27,42,"",11,16,0,858,359,FALSE,"Monday"
"360",360,360,2022-04-05,"08:04",1523,41,2,55,44,"",43,12,1,1476,360,FALSE,"Tuesday"
"361",361,361,2022-04-05,"13:04",1775,18,0,153,18,"So there *is* a CEO of racism",42,111,0,1718,361,FALSE,"Tuesday"
"362",362,362,2022-04-06,"07:04",929,11,2,20,14,"",17,3,1,884,362,FALSE,"Wednesday"
"363",363,363,2022-04-06,"09:04",2353,97,17,167,120,"",117,50,6,2282,363,FALSE,"Wednesday"
"364",364,364,2022-04-06,"16:04",1084,17,1,44,18,"",31,13,0,1023,364,FALSE,"Wednesday"
"365",365,365,2022-04-06,"20:04",1784,44,11,93,55,"",32,61,0,1728,365,FALSE,"Wednesday"
"366",366,366,2022-04-07,"08:04",2092,85,9,219,97,"",173,46,3,2009,366,FALSE,"Thursday"
"367",367,367,2022-04-07,"18:04",2324,87,14,246,103,"",168,78,2,2240,367,FALSE,"Thursday"
"368",368,368,2022-04-09,"14:04",2082,86,7,135,95,"",89,46,2,1980,368,FALSE,"Saturday"
"369",369,369,2022-04-09,"19:04",1250,52,6,144,68,"",129,15,10,1187,369,FALSE,"Saturday"
"370",370,370,2022-04-10,"08:04",1228,27,1,47,28,"",34,13,0,1184,370,FALSE,"Sunday"
"371",371,371,2022-04-10,"11:04",2431,76,6,248,88,"",178,70,6,2363,371,FALSE,"Sunday"
"372",372,372,2022-04-11,"09:04",2382,107,25,153,134,"",92,61,2,2344,372,FALSE,"Monday"
"373",373,373,2022-04-11,"23:04",1384,51,10,80,61,"",57,23,0,1358,373,FALSE,"Monday"
"374",374,374,2022-04-12,"12:04",4524,120,17,173,137,"OC",131,42,0,4460,374,TRUE,"Tuesday"
"375",375,375,2022-04-12,"15:04",1440,30,2,48,32,"",30,18,0,1402,375,FALSE,"Tuesday"
"376",376,376,2022-04-12,"21:04",1570,92,15,92,107,"",53,39,0,1514,376,FALSE,"Tuesday"
"377",377,377,2022-04-13,"09:04",961,51,7,31,58,"",16,15,0,912,377,FALSE,"Wednesday"
"378",378,378,2022-04-13,"16:04",1596,54,3,278,62,"I went to two universities. One was somewhat high-ranked and private. The other was all but a community college. Guess which one was more like this.",205,73,5,1560,378,FALSE,"Wednesday"
"379",379,379,2022-04-13,"19:04",1237,16,3,45,19,"",32,13,0,1189,379,FALSE,"Wednesday"
"380",380,380,2022-04-14,"00:04",696,9,0,52,9,"",52,NA,0,640,380,FALSE,"Thursday"
"381",381,381,2022-04-14,"23:04",1355,22,3,30,25,"No one named Jason has Buddha nature.
I will not elaborate.",22,8,0,1343,381,FALSE,"Thursday"
"382",382,382,2022-04-15,"15:04",934,17,0,25,17,"",20,5,0,898,382,FALSE,"Friday"
"383",383,383,2022-04-16,"09:04",1033,21,3,87,25,"",64,23,1,1000,383,FALSE,"Saturday"
"384",384,384,2022-04-16,"10:04",1528,38,5,60,43,"",31,29,0,1472,384,FALSE,"Saturday"
"385",385,385,2022-04-16,"10:04",1637,85,12,97,97,"",45,52,0,1575,385,FALSE,"Saturday"
"386",386,386,2022-04-16,"18:04",736,46,1,16,47,"Grading freshmen essays got a gym bro acting strange...",12,4,0,702,386,FALSE,"Saturday"
"387",387,387,2022-04-17,"18:04",767,18,0,57,21,"Best Spanish artist. A certain overrated Malagueño can piss off.

Bonus points if you know which of these was not technically painted by Goya.

Good song too.",57,NA,3,733,387,FALSE,"Sunday"
"388",388,388,2022-04-18,"11:04",1068,15,2,27,17,"",14,13,0,1053,388,FALSE,"Monday"
"389",389,389,2022-04-18,"14:04",1319,25,1,39,26,"",31,8,0,1288,389,FALSE,"Monday"
"390",390,390,2022-04-01,"20:04",2229,94,11,204,107,"",117,87,2,2113,390,FALSE,"Friday"
"391",391,391,2022-07-17,"23:07",1585,49,0,259,50,"",259,NA,1,1524,391,FALSE,"Sunday"
"392",392,392,2022-07-18,"17:07",2092,60,9,129,70,"",85,44,1,2036,392,FALSE,"Monday"
"393",393,393,2022-07-18,"18:07",777,6,1,34,7,"",5,NA,0,720,393,FALSE,"Monday"
"394",394,394,2022-07-19,"13:07",2798,66,9,214,76,"",116,98,1,2761,394,FALSE,"Tuesday"
"395",395,395,2022-07-19,"19:07",1591,33,9,68,42,"",29,39,0,1528,395,FALSE,"Tuesday"
"396",396,396,2022-07-20,"10:07",1114,26,0,71,29,"",71,NA,3,1069,396,FALSE,"Wednesday"
"397",397,397,2022-07-20,"21:07",659,6,1,36,10,"",19,NA,3,620,397,FALSE,"Wednesday"
"398",398,398,2022-07-21,"09:07",1690,43,7,84,51,"",72,12,1,1682,398,FALSE,"Thursday"
"399",399,399,2022-07-21,"11:07",1654,66,13,152,80,"",100,52,1,1608,399,FALSE,"Thursday"
"400",400,400,2022-07-21,"17:07",2543,52,8,144,61,"",62,82,1,2501,400,FALSE,"Thursday"
"401",401,401,2022-07-22,"11:07",1290,21,4,60,25,"",42,18,0,1225,401,FALSE,"Friday"
"402",402,402,2022-07-23,"07:07",2185,32,6,157,38,"",104,53,0,2181,402,FALSE,"Saturday"
"403",403,403,2022-07-23,"17:07",2109,35,11,105,46,"",57,48,0,2038,403,FALSE,"Saturday"
"404",404,404,2022-07-23,"17:07",8549,238,36,678,317,"Drugs are safe, introspection and talking about your feelings isn't.

EDIT: We were thinking of the PORT (1998) guidelines, not the APA's.",593,85,43,8097,404,FALSE,"Saturday"
"405",405,405,2022-07-24,"09:07",2419,64,6,131,77,"",78,53,7,2282,405,FALSE,"Sunday"
"406",406,406,2022-07-24,"12:07",2023,27,6,72,33,"",40,32,0,1972,406,FALSE,"Sunday"
"407",407,407,2022-07-24,"12:07",2078,23,5,106,28,"Martin Loser lol
*Faiths hard, works harder*",44,62,0,2014,407,FALSE,"Sunday"
"408",408,408,2022-07-25,"09:07",2329,55,17,125,72,"",46,79,0,2273,408,FALSE,"Monday"
"409",409,409,2022-07-26,"12:07",2699,78,10,229,93,"",189,40,5,2641,409,FALSE,"Tuesday"
"410",410,410,2022-07-26,"15:07",10178,209,25,654,257,"",573,81,23,9755,410,FALSE,"Tuesday"
"411",411,411,2022-07-27,"07:07",1678,13,2,49,16,"",39,10,1,1621,411,FALSE,"Wednesday"
"412",412,412,2022-07-27,"18:07",1785,9,0,119,9,"",52,67,0,1693,412,FALSE,"Wednesday"
"413",413,413,2022-07-28,"11:07",1884,23,2,87,26,"",32,55,1,1877,413,FALSE,"Thursday"
"414",414,414,2022-07-30,"14:07",1486,12,4,45,16,"",33,12,0,1468,414,FALSE,"Saturday"
"415",415,415,2022-07-30,"17:07",2070,29,4,187,34,"",161,26,1,2049,415,FALSE,"Saturday"
"416",416,416,2022-07-31,"00:07",2079,50,9,85,60,"",53,32,1,2079,416,FALSE,"Sunday"
"417",417,417,2022-07-31,"11:07",1013,1,1,23,2,"",23,NA,0,967,417,FALSE,"Sunday"
"418",418,418,2022-07-31,"22:07",36241,713,137,1859,868,"OC",1367,492,18,35053,418,TRUE,"Sunday"
"419",419,419,2022-08-01,"15:08",1311,17,2,30,22,"How many scoops of pre-workout does it take to get out of an existential crisis? 
3.5, but it'll be back in 6 hours.",30,NA,3,1253,419,FALSE,"Monday"
"420",420,420,2022-08-01,"20:08",2187,38,10,70,49,"third (best) critique meme",45,25,1,2085,420,FALSE,"Monday"
"421",421,421,2022-08-03,"09:08",2515,135,34,245,170,"",178,67,1,2447,421,FALSE,"Wednesday"
"422",422,422,2022-08-03,"18:08",1804,35,3,73,39,"",61,12,1,1744,422,FALSE,"Wednesday"
"423",423,423,2022-08-04,"20:08",3629,72,18,157,98,"Guys, it's important that you learn how to be a RATIONAL person through Cognitive CBT therapy.
O.C.",89,68,8,3386,423,TRUE,"Thursday"
"424",424,424,2022-08-05,"13:08",1936,25,4,59,42,"Low effort meme expressing my minor enlightenment from meditation today.",53,6,13,1684,424,FALSE,"Friday"
"425",425,425,2022-08-07,"14:08",3418,78,9,524,91,"",424,100,4,3259,425,FALSE,"Sunday"
"426",426,426,2022-08-07,"15:08",1464,20,4,82,27,"We've been looking for america for a while now. Let us know if anyone finds it okay?",58,24,3,1360,426,FALSE,"Sunday"
"427",427,427,2022-08-08,"17:08",2703,113,17,133,134,"",102,31,4,2556,427,FALSE,"Monday"
"428",428,428,2022-08-09,"09:08",3051,61,14,416,75,"",184,232,0,2942,428,FALSE,"Tuesday"
"429",429,429,2022-08-10,"09:08",2418,26,6,158,35,"",90,68,3,2313,429,FALSE,"Wednesday"
"430",430,430,2022-08-10,"10:08",1308,16,0,116,17,"",97,19,1,1240,430,FALSE,"Wednesday"
"431",431,431,2022-08-10,"17:08",1971,22,2,148,25,"I'm dying. I need Disco Elysium memes to live. Please",100,48,1,1902,431,FALSE,"Wednesday"
"432",432,432,2022-08-11,"12:08",18485,610,67,1726,750,"",1434,292,73,17374,432,FALSE,"Thursday"
"433",433,433,2022-08-11,"12:08",3091,124,15,325,142,"",240,85,3,2942,433,FALSE,"Thursday"
"434",434,434,2022-08-12,"13:08",1476,27,4,25,31,"Freudmin just finished his intro to social work final and can now return to the abyss",17,8,0,1378,434,TRUE,"Friday"
"435",435,435,2022-08-13,"10:08",2277,23,0,103,25,"",53,50,2,2155,435,FALSE,"Saturday"
"436",436,436,2022-08-14,"13:08",3056,59,11,156,71,"",105,51,1,2963,436,FALSE,"Sunday"
"437",437,437,2022-08-14,"16:08",1999,47,9,81,56,"acSHUAlly, voting is the highest form of avant-garde nihilist performative meme art",49,31,0,1938,437,FALSE,"Sunday"
"438",438,438,2022-08-14,"22:08",2565,34,9,138,44,"",79,59,1,2477,438,FALSE,"Sunday"
"439",439,439,2022-08-15,"09:08",3604,93,19,284,115,"You will get these hands my friend",162,122,3,3504,439,FALSE,"Monday"
"440",440,440,2022-08-16,"10:08",2595,67,10,279,80,"",174,105,3,2454,440,FALSE,"Tuesday"
"441",441,441,2022-08-16,"11:08",1525,18,1,67,19,"",67,NA,0,1456,441,FALSE,"Tuesday"
